number,state,value,params
649,PRUNED,0.9861111111111112,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.31962352502515495, ""max_epochs"": 750, ""n_layers"": 1, ""patience"": 16, ""units_0"": 512}"
650,PRUNED,0.9805555555555555,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.4239416753277974, ""max_epochs"": 1450, ""n_layers"": 1, ""patience"": 16, ""units_0"": 1024}"
651,PRUNED,0.95,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3725198607753959, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 15, ""units_0"": 4096}"
652,COMPLETE,0.9888888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3425861630054449, ""max_epochs"": 1250, ""n_layers"": 1, ""patience"": 13, ""units_0"": 512}"
653,PRUNED,0.9361111111111111,"{""activation_0"": ""relu"", ""batch_size"": 256, ""lr"": 0.29843501464635624, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 17, ""units_0"": 512}"
654,PRUNED,0.9444444444444444,"{""activation_0"": ""sigmoid"", ""batch_size"": 16, ""lr"": 0.39384521721269017, ""max_epochs"": 850, ""n_layers"": 1, ""patience"": 18, ""units_0"": 512}"
655,COMPLETE,0.9916666666666667,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3585366104112531, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 14, ""units_0"": 512}"
656,PRUNED,0.9722222222222222,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.43943870829832576, ""max_epochs"": 1250, ""n_layers"": 1, ""patience"": 12, ""units_0"": 16}"
657,PRUNED,0.9694444444444444,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3211467074840546, ""max_epochs"": 1350, ""n_layers"": 1, ""patience"": 19, ""units_0"": 2048}"
658,PRUNED,0.9527777777777777,"{""activation_0"": ""relu"", ""batch_size"": 128, ""lr"": 0.3931492841386543, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 14, ""units_0"": 512}"
659,PRUNED,0.9638888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3427134384038951, ""max_epochs"": 2550, ""n_layers"": 1, ""patience"": 16, ""units_0"": 8192}"
660,COMPLETE,0.9888888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3736101527885183, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 22, ""units_0"": 512}"
661,PRUNED,0.9833333333333333,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.4102898462947538, ""max_epochs"": 950, ""n_layers"": 1, ""patience"": 15, ""units_0"": 512}"
662,PRUNED,0.9638888888888889,"{""activation_0"": ""relu"", ""batch_size"": 64, ""lr"": 0.30840181324314675, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 17, ""units_0"": 128}"
663,PRUNED,0.9666666666666667,"{""activation_0"": ""relu"", ""activation_1"": ""relu"", ""batch_size"": 16, ""lr"": 0.3358102159971237, ""max_epochs"": 1250, ""n_layers"": 2, ""patience"": 13, ""units_0"": 512, ""units_1"": 256}"
664,PRUNED,0.9777777777777777,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.46775129319075215, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 10, ""units_0"": 512}"
665,COMPLETE,0.9888888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.36771051741683, ""max_epochs"": 950, ""n_layers"": 1, ""patience"": 15, ""units_0"": 512}"
666,PRUNED,0.8861111111111111,"{""activation_0"": ""relu"", ""batch_size"": 512, ""lr"": 0.14107546891640596, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 13, ""units_0"": 512}"
667,PRUNED,0.9833333333333333,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.4053619303605168, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 14, ""units_0"": 512}"
668,PRUNED,0.9777777777777777,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.2847151006063066, ""max_epochs"": 1350, ""n_layers"": 1, ""patience"": 11, ""units_0"": 512}"
669,PRUNED,0.9722222222222222,"{""activation_0"": ""relu"", ""batch_size"": 32, ""lr"": 0.35770986656847414, ""max_epochs"": 1450, ""n_layers"": 1, ""patience"": 16, ""units_0"": 512}"
670,PRUNED,0.9861111111111112,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.328644157116247, ""max_epochs"": 850, ""n_layers"": 1, ""patience"": 18, ""units_0"": 512}"
671,COMPLETE,0.9888888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3853342841559488, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 17, ""units_0"": 512}"
672,PRUNED,0.975,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.4340571459510077, ""max_epochs"": 1250, ""n_layers"": 1, ""patience"": 14, ""units_0"": 256}"
673,PRUNED,0.9666666666666667,"{""activation_0"": ""sigmoid"", ""batch_size"": 16, ""lr"": 0.35352947762964776, ""max_epochs"": 950, ""n_layers"": 1, ""patience"": 12, ""units_0"": 32}"
674,PRUNED,0.9777777777777777,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.26156703326943065, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 15, ""units_0"": 512}"
675,PRUNED,0.9861111111111112,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3118122574054215, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 26, ""units_0"": 512}"
676,COMPLETE,0.9888888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.38850711989792286, ""max_epochs"": 1250, ""n_layers"": 1, ""patience"": 13, ""units_0"": 512}"
677,PRUNED,0.9416666666666667,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.021960337489745088, ""max_epochs"": 950, ""n_layers"": 1, ""patience"": 15, ""units_0"": 512}"
678,PRUNED,0.9638888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.42597881747035327, ""max_epochs"": 1350, ""n_layers"": 1, ""patience"": 16, ""units_0"": 10}"
679,PRUNED,0.9833333333333333,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.34085623786662034, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 14, ""units_0"": 512}"
680,COMPLETE,0.9888888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.37622872567476673, ""max_epochs"": 1250, ""n_layers"": 1, ""patience"": 37, ""units_0"": 512}"
681,PRUNED,0.9805555555555555,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.29449954577623005, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 12, ""units_0"": 512}"
682,PRUNED,0.95,"{""activation_0"": ""relu"", ""batch_size"": 256, ""lr"": 0.40183703357612083, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 16, ""units_0"": 1024}"
683,PRUNED,0.9722222222222222,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3322480020314227, ""max_epochs"": 1450, ""n_layers"": 1, ""patience"": 17, ""units_0"": 64}"
684,COMPLETE,0.9916666666666667,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.36198630118858993, ""max_epochs"": 1250, ""n_layers"": 1, ""patience"": 11, ""units_0"": 512}"
685,PRUNED,0.975,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.42768172294939366, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 13, ""units_0"": 4096}"
686,PRUNED,0.9555555555555556,"{""activation_0"": ""relu"", ""batch_size"": 128, ""lr"": 0.4596086031394837, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 15, ""units_0"": 2048}"
687,PRUNED,0.9861111111111112,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.31597000533483305, ""max_epochs"": 1350, ""n_layers"": 1, ""patience"": 12, ""units_0"": 512}"
688,COMPLETE,0.9916666666666667,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3600933220532571, ""max_epochs"": 1250, ""n_layers"": 1, ""patience"": 27, ""units_0"": 512}"
689,PRUNED,0.9666666666666667,"{""activation_0"": ""relu"", ""batch_size"": 64, ""lr"": 0.3860438914118476, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 14, ""units_0"": 512}"
690,PRUNED,0.9861111111111112,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3361288759244883, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 29, ""units_0"": 512}"
691,PRUNED,0.9666666666666667,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.40946864017730705, ""max_epochs"": 950, ""n_layers"": 1, ""patience"": 13, ""units_0"": 16}"
692,PRUNED,0.9388888888888889,"{""activation_0"": ""sigmoid"", ""batch_size"": 16, ""lr"": 0.36377801346505456, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 30, ""units_0"": 512}"
693,PRUNED,0.1,"{""activation_0"": ""relu"", ""activation_1"": ""sigmoid"", ""activation_2"": ""relu"", ""batch_size"": 512, ""lr"": 0.3046254999857135, ""max_epochs"": 950, ""n_layers"": 3, ""patience"": 18, ""units_0"": 128, ""units_1"": 512, ""units_2"": 512}"
694,COMPLETE,0.9888888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3852912277666297, ""max_epochs"": 850, ""n_layers"": 1, ""patience"": 35, ""units_0"": 512}"
695,PRUNED,0.9638888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3366424706232964, ""max_epochs"": 1550, ""n_layers"": 1, ""patience"": 17, ""units_0"": 8192}"
696,PRUNED,0.9722222222222222,"{""activation_0"": ""relu"", ""batch_size"": 32, ""lr"": 0.4405808039224426, ""max_epochs"": 2350, ""n_layers"": 1, ""patience"": 16, ""units_0"": 512}"
697,COMPLETE,0.9916666666666667,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.35506995056874296, ""max_epochs"": 1250, ""n_layers"": 1, ""patience"": 33, ""units_0"": 512}"
698,PRUNED,0.9333333333333333,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.014757787802630356, ""max_epochs"": 2550, ""n_layers"": 1, ""patience"": 15, ""units_0"": 512}"
699,COMPLETE,0.9888888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.39001674102694767, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 13, ""units_0"": 512}"
