number,state,value,params
253,PRUNED,0.9833333333333333,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.36419385245481267, ""max_epochs"": 1350, ""n_layers"": 1, ""patience"": 15, ""units_0"": 256}"
254,PRUNED,0.9611111111111111,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.07505907492141459, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 14, ""units_0"": 512}"
255,PRUNED,0.9361111111111111,"{""activation_0"": ""relu"", ""batch_size"": 256, ""lr"": 0.28394775410926393, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 25, ""units_0"": 512}"
256,PRUNED,0.95,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3316362391783399, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 29, ""units_0"": 10}"
257,PRUNED,0.9722222222222222,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.39517651683705046, ""max_epochs"": 1250, ""n_layers"": 1, ""patience"": 13, ""units_0"": 64}"
258,PRUNED,0.9805555555555555,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.296518919190158, ""max_epochs"": 2550, ""n_layers"": 1, ""patience"": 15, ""units_0"": 512}"
259,PRUNED,0.95,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.4554739208507367, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 12, ""units_0"": 8192}"
260,COMPLETE,0.9888888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.35025260843219336, ""max_epochs"": 3050, ""n_layers"": 1, ""patience"": 24, ""units_0"": 512}"
261,PRUNED,0.9333333333333333,"{""activation_0"": ""sigmoid"", ""batch_size"": 16, ""lr"": 0.2678622639605731, ""max_epochs"": 950, ""n_layers"": 1, ""patience"": 11, ""units_0"": 512}"
262,PRUNED,0.9694444444444444,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.31917335300538213, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 14, ""units_0"": 4096}"
263,PRUNED,0.9472222222222222,"{""activation_0"": ""relu"", ""batch_size"": 64, ""lr"": 0.06933315152529641, ""max_epochs"": 1550, ""n_layers"": 1, ""patience"": 15, ""units_0"": 1024}"
264,PRUNED,0.9361111111111111,"{""activation_0"": ""relu"", ""batch_size"": 128, ""lr"": 0.13385666750207872, ""max_epochs"": 1250, ""n_layers"": 1, ""patience"": 16, ""units_0"": 512}"
265,PRUNED,0.9611111111111111,"{""activation_0"": ""relu"", ""activation_1"": ""sigmoid"", ""batch_size"": 16, ""lr"": 0.3760303789973057, ""max_epochs"": 850, ""n_layers"": 2, ""patience"": 13, ""units_0"": 512, ""units_1"": 10}"
266,PRUNED,0.9472222222222222,"{""activation_0"": ""relu"", ""batch_size"": 512, ""lr"": 0.34557906831726487, ""max_epochs"": 1350, ""n_layers"": 1, ""patience"": 23, ""units_0"": 2048}"
267,PRUNED,0.9805555555555555,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.2986912845642692, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 14, ""units_0"": 512}"
268,PRUNED,0.9722222222222222,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.4165867414166412, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 39, ""units_0"": 512}"
269,PRUNED,0.9638888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.31778876422947916, ""max_epochs"": 950, ""n_layers"": 1, ""patience"": 10, ""units_0"": 16}"
270,PRUNED,0.1,"{""activation_0"": ""relu"", ""activation_1"": ""sigmoid"", ""activation_2"": ""relu"", ""batch_size"": 16, ""lr"": 0.3845818061627499, ""max_epochs"": 2950, ""n_layers"": 3, ""patience"": 12, ""units_0"": 512, ""units_1"": 1024, ""units_2"": 2048}"
271,PRUNED,0.975,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3526947722981839, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 38, ""units_0"": 128}"
272,PRUNED,0.9722222222222222,"{""activation_0"": ""relu"", ""batch_size"": 32, ""lr"": 0.27060569243536386, ""max_epochs"": 750, ""n_layers"": 1, ""patience"": 28, ""units_0"": 512}"
273,COMPLETE,0.9888888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.32980753775788135, ""max_epochs"": 1250, ""n_layers"": 1, ""patience"": 13, ""units_0"": 512}"
274,PRUNED,0.9805555555555555,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.29318525742333473, ""max_epochs"": 1450, ""n_layers"": 1, ""patience"": 16, ""units_0"": 512}"
275,PRUNED,0.9416666666666667,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.024155142966805345, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 14, ""units_0"": 512}"
276,COMPLETE,0.9916666666666667,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3946723800760272, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 12, ""units_0"": 512}"
277,PRUNED,0.9777777777777777,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.4538903146012933, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 15, ""units_0"": 512}"
278,PRUNED,0.9722222222222222,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.09126179799481378, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 14, ""units_0"": 8192}"
279,COMPLETE,0.9888888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.40242200489451585, ""max_epochs"": 950, ""n_layers"": 1, ""patience"": 11, ""units_0"": 512}"
280,PRUNED,0.9527777777777777,"{""activation_0"": ""relu"", ""batch_size"": 128, ""lr"": 0.3765872622333888, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 18, ""units_0"": 512}"
281,PRUNED,0.9722222222222222,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.41390623947629845, ""max_epochs"": 950, ""n_layers"": 1, ""patience"": 36, ""units_0"": 512}"
282,PRUNED,0.38333333333333336,"{""activation_0"": ""sigmoid"", ""batch_size"": 256, ""lr"": 0.366984933433812, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 12, ""units_0"": 512}"
283,PRUNED,0.9777777777777777,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.44376210585434456, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 30, ""units_0"": 512}"
284,PRUNED,0.9555555555555556,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.109066909145065, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 13, ""units_0"": 32}"
285,PRUNED,0.9777777777777777,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.4761815880195596, ""max_epochs"": 1250, ""n_layers"": 1, ""patience"": 20, ""units_0"": 512}"
286,PRUNED,0.9583333333333334,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.06371095437678284, ""max_epochs"": 950, ""n_layers"": 1, ""patience"": 15, ""units_0"": 512}"
287,PRUNED,0.975,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.34309157386609473, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 26, ""units_0"": 256}"
288,COMPLETE,0.9888888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3926055901888157, ""max_epochs"": 850, ""n_layers"": 1, ""patience"": 14, ""units_0"": 512}"
289,PRUNED,0.9638888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3600856795500067, ""max_epochs"": 750, ""n_layers"": 1, ""patience"": 16, ""units_0"": 10}"
290,COMPLETE,0.9888888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.31892700848486494, ""max_epochs"": 2850, ""n_layers"": 1, ""patience"": 13, ""units_0"": 512}"
291,PRUNED,0.9833333333333333,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.42481821287243243, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 12, ""units_0"": 512}"
292,PRUNED,0.9611111111111111,"{""activation_0"": ""relu"", ""batch_size"": 64, ""lr"": 0.34360029724680896, ""max_epochs"": 3050, ""n_layers"": 1, ""patience"": 11, ""units_0"": 64}"
293,COMPLETE,0.9888888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.39094772358410507, ""max_epochs"": 1250, ""n_layers"": 1, ""patience"": 14, ""units_0"": 512}"
294,PRUNED,0.9416666666666667,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.2861335517156288, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 27, ""units_0"": 8192}"
295,PRUNED,0.9111111111111111,"{""activation_0"": ""relu"", ""batch_size"": 512, ""lr"": 0.25168739237872645, ""max_epochs"": 950, ""n_layers"": 1, ""patience"": 15, ""units_0"": 512}"
296,PRUNED,0.9472222222222222,"{""activation_0"": ""relu"", ""batch_size"": 128, ""lr"": 0.31502946759827555, ""max_epochs"": 1250, ""n_layers"": 1, ""patience"": 40, ""units_0"": 512}"
297,PRUNED,0.9722222222222222,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.36506471449540956, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 17, ""units_0"": 1024}"
298,PRUNED,0.9722222222222222,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3477479285655278, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 13, ""units_0"": 4096}"
299,PRUNED,0.9444444444444444,"{""activation_0"": ""relu"", ""activation_1"": ""sigmoid"", ""batch_size"": 32, ""lr"": 0.32344017136456454, ""max_epochs"": 1150, ""n_layers"": 2, ""patience"": 12, ""units_0"": 512, ""units_1"": 128}"
300,PRUNED,0.975,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.2830038135141305, ""max_epochs"": 2150, ""n_layers"": 1, ""patience"": 15, ""units_0"": 2048}"
301,PRUNED,0.9416666666666667,"{""activation_0"": ""sigmoid"", ""batch_size"": 16, ""lr"": 0.3951128864675243, ""max_epochs"": 850, ""n_layers"": 1, ""patience"": 13, ""units_0"": 512}"
302,PRUNED,0.9833333333333333,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.42581242359107696, ""max_epochs"": 350, ""n_layers"": 1, ""patience"": 32, ""units_0"": 512}"
303,PRUNED,0.9694444444444444,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.1573365490137369, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 14, ""units_0"": 512}"
304,PRUNED,0.9638888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3052138863503918, ""max_epochs"": 950, ""n_layers"": 1, ""patience"": 16, ""units_0"": 16}"
305,COMPLETE,0.9888888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.33585037822494995, ""max_epochs"": 1250, ""n_layers"": 1, ""patience"": 11, ""units_0"": 512}"
306,COMPLETE,0.9888888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.37371951596318015, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 12, ""units_0"": 512}"
307,PRUNED,0.9777777777777777,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.36372488490085825, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 14, ""units_0"": 128}"
308,PRUNED,0.9805555555555555,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.30311621739072403, ""max_epochs"": 3050, ""n_layers"": 1, ""patience"": 15, ""units_0"": 512}"
309,PRUNED,0.9777777777777777,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.2667688413138792, ""max_epochs"": 1250, ""n_layers"": 1, ""patience"": 21, ""units_0"": 512}"
310,PRUNED,0.8388888888888889,"{""activation_0"": ""relu"", ""batch_size"": 256, ""lr"": 0.045068919890111116, ""max_epochs"": 950, ""n_layers"": 1, ""patience"": 18, ""units_0"": 512}"
311,PRUNED,0.9111111111111111,"{""activation_0"": ""relu"", ""batch_size"": 128, ""lr"": 0.05440603318740518, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 13, ""units_0"": 512}"
312,PRUNED,0.9638888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.33444921424341617, ""max_epochs"": 1750, ""n_layers"": 1, ""patience"": 37, ""units_0"": 8192}"
313,COMPLETE,0.9888888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.39866004489120543, ""max_epochs"": 1350, ""n_layers"": 1, ""patience"": 15, ""units_0"": 512}"
314,PRUNED,0.9777777777777777,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.4500696346121196, ""max_epochs"": 850, ""n_layers"": 1, ""patience"": 16, ""units_0"": 512}"
315,PRUNED,0.9777777777777777,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.2829200210745811, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 12, ""units_0"": 512}"
316,PRUNED,0.975,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.24086549786501982, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 14, ""units_0"": 512}"
317,PRUNED,0.9472222222222222,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.0368977398369133, ""max_epochs"": 2950, ""n_layers"": 1, ""patience"": 11, ""units_0"": 512}"
318,PRUNED,0.9694444444444444,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3340584540480285, ""max_epochs"": 1250, ""n_layers"": 1, ""patience"": 13, ""units_0"": 32}"
319,PRUNED,0.9666666666666667,"{""activation_0"": ""relu"", ""batch_size"": 64, ""lr"": 0.3702995192486876, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 14, ""units_0"": 512}"
320,PRUNED,0.7361111111111112,"{""activation_0"": ""sigmoid"", ""batch_size"": 16, ""lr"": 0.010271432315363855, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 17, ""units_0"": 512}"
321,PRUNED,0.9805555555555555,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.4980038311116052, ""max_epochs"": 950, ""n_layers"": 1, ""patience"": 13, ""units_0"": 256}"
322,PRUNED,0.9194444444444444,"{""activation_0"": ""relu"", ""batch_size"": 512, ""lr"": 0.3050317445879197, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 15, ""units_0"": 512}"
323,PRUNED,0.9777777777777777,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.4186449277020173, ""max_epochs"": 950, ""n_layers"": 1, ""patience"": 35, ""units_0"": 512}"
324,COMPLETE,0.9888888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3488178957936319, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 12, ""units_0"": 512}"
325,COMPLETE,0.9888888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3881915998026235, ""max_epochs"": 1250, ""n_layers"": 1, ""patience"": 10, ""units_0"": 512}"
326,PRUNED,0.9444444444444444,"{""activation_0"": ""relu"", ""batch_size"": 128, ""lr"": 0.297942651781054, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 14, ""units_0"": 64}"
327,PRUNED,0.9527777777777777,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3212137596857099, ""max_epochs"": 1350, ""n_layers"": 1, ""patience"": 12, ""units_0"": 10}"
328,PRUNED,0.9722222222222222,"{""activation_0"": ""relu"", ""batch_size"": 32, ""lr"": 0.34724199566573194, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 16, ""units_0"": 512}"
329,PRUNED,0.9611111111111111,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3749818455948589, ""max_epochs"": 850, ""n_layers"": 1, ""patience"": 13, ""units_0"": 8192}"
330,PRUNED,0.9777777777777777,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.25932321490807275, ""max_epochs"": 3050, ""n_layers"": 1, ""patience"": 11, ""units_0"": 1024}"
331,PRUNED,0.9833333333333333,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.4266395781267459, ""max_epochs"": 2650, ""n_layers"": 1, ""patience"": 39, ""units_0"": 512}"
332,PRUNED,0.9444444444444444,"{""activation_0"": ""relu"", ""activation_1"": ""sigmoid"", ""activation_2"": ""sigmoid"", ""batch_size"": 16, ""lr"": 0.32002143754096496, ""max_epochs"": 1250, ""n_layers"": 3, ""patience"": 15, ""units_0"": 4096, ""units_1"": 32, ""units_2"": 256}"
333,PRUNED,0.9805555555555555,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.2864623087163344, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 19, ""units_0"": 512}"
334,COMPLETE,0.9916666666666667,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.35613157656139044, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 14, ""units_0"": 512}"
335,PRUNED,0.9527777777777777,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3865718445150724, ""max_epochs"": 950, ""n_layers"": 1, ""patience"": 14, ""units_0"": 2048}"
336,COMPLETE,0.9916666666666667,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.359420883999792, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 14, ""units_0"": 512}"
337,PRUNED,0.9833333333333333,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.40994669249339466, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 14, ""units_0"": 512}"
338,COMPLETE,0.9916666666666667,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.35854213252683015, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 13, ""units_0"": 512}"
339,PRUNED,0.9444444444444444,"{""activation_0"": ""relu"", ""batch_size"": 256, ""lr"": 0.456718802367557, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 25, ""units_0"": 512}"
340,PRUNED,0.9694444444444444,"{""activation_0"": ""relu"", ""activation_1"": ""sigmoid"", ""batch_size"": 16, ""lr"": 0.36803751955243247, ""max_epochs"": 1050, ""n_layers"": 2, ""patience"": 13, ""units_0"": 16, ""units_1"": 256}"
341,PRUNED,0.9444444444444444,"{""activation_0"": ""sigmoid"", ""batch_size"": 16, ""lr"": 0.40421182836552594, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 13, ""units_0"": 512}"
342,PRUNED,0.9527777777777777,"{""activation_0"": ""relu"", ""batch_size"": 128, ""lr"": 0.3570152226070798, ""max_epochs"": 950, ""n_layers"": 1, ""patience"": 14, ""units_0"": 512}"
343,PRUNED,0.9777777777777777,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3846974606067176, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 13, ""units_0"": 128}"
344,PRUNED,0.9777777777777777,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.44026547629361135, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 12, ""units_0"": 512}"
345,COMPLETE,0.9888888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.34763972502071644, ""max_epochs"": 1250, ""n_layers"": 1, ""patience"": 20, ""units_0"": 512}"
346,COMPLETE,0.9888888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.37018663625205744, ""max_epochs"": 2850, ""n_layers"": 1, ""patience"": 14, ""units_0"": 512}"
347,PRUNED,0.9833333333333333,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.4048618840304498, ""max_epochs"": 950, ""n_layers"": 1, ""patience"": 13, ""units_0"": 512}"
348,COMPLETE,0.9888888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3425368789119526, ""max_epochs"": 2950, ""n_layers"": 1, ""patience"": 15, ""units_0"": 512}"
349,PRUNED,0.9666666666666667,"{""activation_0"": ""relu"", ""batch_size"": 64, ""lr"": 0.07531930810739708, ""max_epochs"": 1350, ""n_layers"": 1, ""patience"": 14, ""units_0"": 8192}"
350,COMPLETE,0.9888888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.32803478240698597, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 30, ""units_0"": 512}"
351,COMPLETE,0.9916666666666667,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.36311747968950786, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 13, ""units_0"": 512}"
352,PRUNED,0.9777777777777777,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.4231053807999642, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 13, ""units_0"": 512}"
353,PRUNED,0.9305555555555556,"{""activation_0"": ""relu"", ""batch_size"": 512, ""lr"": 0.3831523884464709, ""max_epochs"": 950, ""n_layers"": 1, ""patience"": 14, ""units_0"": 512}"
354,PRUNED,0.9694444444444444,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.35805576207815387, ""max_epochs"": 750, ""n_layers"": 1, ""patience"": 34, ""units_0"": 32}"
355,COMPLETE,0.9888888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3975740193407701, ""max_epochs"": 850, ""n_layers"": 1, ""patience"": 13, ""units_0"": 512}"
356,PRUNED,0.9777777777777777,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.48154930390382844, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 14, ""units_0"": 512}"
357,COMPLETE,0.9916666666666667,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3628315618728952, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 15, ""units_0"": 512}"
358,PRUNED,0.9777777777777777,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.43809054498575717, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 15, ""units_0"": 512}"
359,PRUNED,0.9694444444444444,"{""activation_0"": ""relu"", ""batch_size"": 32, ""lr"": 0.3664837966008373, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 15, ""units_0"": 512}"
360,PRUNED,0.8638888888888889,"{""activation_0"": ""relu"", ""batch_size"": 128, ""lr"": 0.060904128610182996, ""max_epochs"": 50, ""n_layers"": 1, ""patience"": 40, ""units_0"": 256}"
361,COMPLETE,0.9888888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.4020836524828588, ""max_epochs"": 1650, ""n_layers"": 1, ""patience"": 22, ""units_0"": 512}"
362,COMPLETE,0.9916666666666667,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3574150278565262, ""max_epochs"": 2350, ""n_layers"": 1, ""patience"": 12, ""units_0"": 512}"
363,PRUNED,0.9416666666666667,"{""activation_0"": ""sigmoid"", ""batch_size"": 16, ""lr"": 0.37814612025606004, ""max_epochs"": 3050, ""n_layers"": 1, ""patience"": 28, ""units_0"": 10}"
364,PRUNED,0.9833333333333333,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.4285425478951085, ""max_epochs"": 3050, ""n_layers"": 1, ""patience"": 12, ""units_0"": 512}"
365,PRUNED,0.9694444444444444,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3535165092632239, ""max_epochs"": 2650, ""n_layers"": 1, ""patience"": 23, ""units_0"": 64}"
366,COMPLETE,0.9888888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.391369110722164, ""max_epochs"": 2350, ""n_layers"": 1, ""patience"": 15, ""units_0"": 512}"
367,PRUNED,0.9611111111111111,"{""activation_0"": ""relu"", ""activation_1"": ""relu"", ""batch_size"": 16, ""lr"": 0.34172846661648093, ""max_epochs"": 2750, ""n_layers"": 2, ""patience"": 14, ""units_0"": 512, ""units_1"": 16}"
368,PRUNED,0.9861111111111112,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3675311098245654, ""max_epochs"": 1850, ""n_layers"": 1, ""patience"": 24, ""units_0"": 512}"
369,PRUNED,0.9722222222222222,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.46642633770960523, ""max_epochs"": 2450, ""n_layers"": 1, ""patience"": 16, ""units_0"": 1024}"
370,PRUNED,0.9722222222222222,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.4140005730938577, ""max_epochs"": 2950, ""n_layers"": 1, ""patience"": 38, ""units_0"": 512}"
371,PRUNED,0.9777777777777777,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.06979358145569774, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 13, ""units_0"": 4096}"
372,PRUNED,0.9638888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3318088046171513, ""max_epochs"": 2350, ""n_layers"": 1, ""patience"": 15, ""units_0"": 8192}"
373,PRUNED,0.9527777777777777,"{""activation_0"": ""relu"", ""batch_size"": 128, ""lr"": 0.3866806076105087, ""max_epochs"": 2150, ""n_layers"": 1, ""patience"": 19, ""units_0"": 512}"
374,COMPLETE,0.9916666666666667,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.35776130107779036, ""max_epochs"": 2550, ""n_layers"": 1, ""patience"": 27, ""units_0"": 512}"
375,PRUNED,0.9361111111111111,"{""activation_0"": ""relu"", ""batch_size"": 256, ""lr"": 0.36618155808661296, ""max_epochs"": 2450, ""n_layers"": 1, ""patience"": 15, ""units_0"": 512}"
376,COMPLETE,0.9888888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.42955622642815694, ""max_epochs"": 3050, ""n_layers"": 1, ""patience"": 27, ""units_0"": 512}"
377,PRUNED,0.9777777777777777,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.35068798825983094, ""max_epochs"": 2650, ""n_layers"": 1, ""patience"": 27, ""units_0"": 2048}"
378,PRUNED,0.9666666666666667,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.40011274596536467, ""max_epochs"": 2050, ""n_layers"": 1, ""patience"": 26, ""units_0"": 16}"
379,COMPLETE,0.9888888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3772385772904575, ""max_epochs"": 2550, ""n_layers"": 1, ""patience"": 29, ""units_0"": 512}"
380,PRUNED,0.9833333333333333,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3407539622043811, ""max_epochs"": 2750, ""n_layers"": 1, ""patience"": 24, ""units_0"": 512}"
381,PRUNED,0.975,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.4113318801427038, ""max_epochs"": 2250, ""n_layers"": 1, ""patience"": 33, ""units_0"": 512}"
382,PRUNED,0.9666666666666667,"{""activation_0"": ""relu"", ""batch_size"": 64, ""lr"": 0.4559893401129884, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 26, ""units_0"": 512}"
383,PRUNED,0.9777777777777777,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.35806927078558626, ""max_epochs"": 2950, ""n_layers"": 1, ""patience"": 16, ""units_0"": 128}"
384,COMPLETE,0.9888888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.33185637918088484, ""max_epochs"": 1950, ""n_layers"": 1, ""patience"": 25, ""units_0"": 512}"
